Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day charge,Total eve minutes,Total eve charge,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
108.0,0.0,0.0,0.0,215.6,36.65,195.3,16.6,194.4,65.0,3.6,5.0,1
84.0,0.0,1.0,42.0,165.3,28.1,223.5,19.0,260.8,72.0,7.6,7.0,3
139.0,0.0,0.0,0.0,203.2,34.54,152.5,12.96,197.8,76.0,9.7,3.0,2
69.0,0.0,0.0,0.0,195.3,33.2,216.7,18.42,259.9,119.0,12.5,4.0,3
129.0,0.0,0.0,0.0,143.7,24.43,297.8,25.31,212.6,86.0,11.4,8.0,4
106.0,0.0,0.0,0.0,114.4,19.45,78.3,6.66,232.7,78.0,0.0,0.0,2
168.0,0.0,1.0,22.0,175.9,29.9,211.7,17.99,174.5,81.0,7.3,5.0,2
57.0,1.0,1.0,30.0,234.5,39.87,195.2,16.59,268.8,94.0,11.4,4.0,2
67.0,0.0,0.0,0.0,210.7,35.82,219.2,18.63,179.7,83.0,7.2,6.0,1
127.0,0.0,0.0,0.0,182.3,30.99,169.9,14.44,184.0,116.0,9.3,3.0,1
78.0,0.0,0.0,0.0,190.3,32.35,194.5,16.53,256.5,109.0,11.7,5.0,2
100.0,0.0,1.0,38.0,177.1,30.11,163.7,13.91,242.7,72.0,7.4,2.0,0
113.0,0.0,0.0,0.0,215.6,36.65,193.4,16.44,105.4,115.0,13.5,3.0,1
78.0,0.0,0.0,0.0,137.4,23.36,237.6,20.2,206.7,136.0,14.0,11.0,3
129.0,0.0,1.0,36.0,192.8,32.78,177.0,15.05,216.5,118.0,16.4,5.0,1
57.0,0.0,0.0,0.0,149.3,25.38,200.2,17.02,231.7,101.0,11.9,3.0,2
82.0,0.0,0.0,0.0,143.7,24.43,170.7,14.51,287.7,95.0,7.8,5.0,1
94.0,0.0,0.0,0.0,271.2,46.1,202.6,17.22,221.6,51.0,11.5,3.0,3
90.0,0.0,0.0,0.0,207.2,35.22,292.5,24.86,226.3,103.0,8.0,1.0,2
48.0,0.0,0.0,0.0,300.4,51.07,133.2,11.32,197.4,94.0,7.2,5.0,2
85.0,0.0,1.0,37.0,229.6,39.03,132.3,11.25,211.9,76.0,9.5,8.0,2
93.0,1.0,1.0,20.0,187.5,31.88,169.8,14.43,175.3,127.0,12.1,4.0,1
169.0,1.0,0.0,0.0,57.1,9.71,199.7,16.97,274.7,103.0,6.5,6.0,3
68.0,0.0,0.0,0.0,162.1,27.56,155.0,13.18,189.7,87.0,11.0,9.0,5
91.0,1.0,0.0,0.0,145.0,24.65,175.8,14.94,223.7,151.0,16.7,3.0,2
68.0,0.0,0.0,0.0,159.5,27.12,240.8,20.47,210.3,76.0,11.4,3.0,1
101.0,0.0,0.0,0.0,190.7,32.42,208.6,17.73,203.8,111.0,8.8,8.0,1
67.0,0.0,1.0,20.0,230.6,39.2,189.1,16.07,162.2,115.0,9.4,2.0,1
66.0,0.0,0.0,0.0,34.0,5.78,278.6,23.68,129.6,120.0,11.5,3.0,0
116.0,0.0,1.0,17.0,193.4,32.88,240.6,20.45,248.1,98.0,11.4,3.0,5
158.0,0.0,0.0,0.0,202.0,34.34,163.5,13.9,195.4,84.0,10.4,6.0,1
78.0,0.0,0.0,0.0,191.7,32.59,241.4,20.52,203.5,86.0,9.1,5.0,1
119.0,0.0,1.0,26.0,161.3,27.42,250.3,21.28,142.4,92.0,6.6,8.0,1
120.0,0.0,0.0,0.0,150.6,25.6,119.0,10.12,232.9,123.0,6.4,2.0,1
155.0,0.0,0.0,0.0,184.6,31.38,196.0,16.66,226.5,122.0,7.8,1.0,1
106.0,0.0,0.0,0.0,220.7,37.52,270.2,22.97,121.6,113.0,8.7,5.0,1
146.0,0.0,1.0,32.0,154.0,26.18,185.5,15.77,148.2,107.0,8.2,4.0,3
101.0,0.0,1.0,29.0,121.1,20.59,186.4,15.84,241.7,75.0,10.1,6.0,0
22.0,0.0,1.0,23.0,182.1,30.96,164.6,13.99,128.8,102.0,12.7,4.0,3
41.0,0.0,0.0,0.0,209.9,35.68,121.9,10.36,253.7,104.0,9.6,4.0,1
69.0,0.0,0.0,0.0,167.5,28.48,242.1,20.58,101.2,103.0,11.4,4.0,2
33.0,0.0,0.0,0.0,213.9,36.36,239.8,20.38,148.7,71.0,9.8,14.0,2
112.0,0.0,0.0,0.0,115.8,19.69,243.3,20.68,184.6,78.0,13.1,5.0,1
136.0,0.0,1.0,21.0,179.4,30.5,181.1,15.39,320.7,120.0,9.5,4.0,2
128.0,0.0,0.0,0.0,187.3,31.84,270.8,23.02,206.4,68.0,10.1,5.0,1
27.0,0.0,0.0,0.0,201.2,34.2,227.2,19.31,145.8,91.0,8.4,3.0,2
161.0,1.0,0.0,0.0,189.6,32.23,267.4,22.73,184.5,137.0,1.3,6.0,1
120.0,0.0,1.0,31.0,153.5,26.1,219.1,18.62,237.4,76.0,11.4,4.0,0
113.0,0.0,0.0,0.0,187.6,31.89,208.2,17.7,158.9,101.0,8.7,6.0,2
122.0,1.0,0.0,0.0,230.9,39.25,243.2,20.67,182.4,57.0,11.0,2.0,0
148.0,0.0,1.0,26.0,244.9,41.63,118.0,10.03,236.0,91.0,15.2,4.0,2
74.0,0.0,0.0,0.0,230.9,39.25,223.0,18.96,157.8,101.0,9.7,2.0,3
106.0,0.0,0.0,0.0,187.1,31.81,250.2,21.27,144.9,81.0,11.0,3.0,1
179.0,0.0,0.0,0.0,170.7,29.02,191.1,16.24,214.6,107.0,13.3,4.0,1
77.0,0.0,0.0,0.0,189.5,32.22,207.0,17.6,214.1,91.0,9.2,7.0,0
127.0,1.0,0.0,0.0,176.9,30.07,167.9,14.27,182.2,138.0,7.7,2.0,1
80.0,0.0,0.0,0.0,161.1,27.39,198.8,16.9,228.4,116.0,10.6,4.0,1
61.0,0.0,1.0,20.0,254.4,43.25,161.7,13.74,251.4,91.0,10.5,4.0,0
135.0,1.0,1.0,24.0,127.7,21.71,215.0,18.28,234.3,84.0,5.8,4.0,2
115.0,0.0,1.0,26.0,170.5,28.99,217.2,18.46,225.7,71.0,13.6,5.0,6
107.0,1.0,0.0,0.0,273.5,46.5,183.8,15.62,153.8,67.0,11.0,9.0,2
112.0,1.0,0.0,0.0,161.9,27.52,200.9,17.08,134.0,134.0,10.7,4.0,1
103.0,1.0,0.0,0.0,62.8,10.68,170.4,14.48,280.2,78.0,9.4,4.0,3
69.0,0.0,0.0,0.0,228.2,38.79,263.7,22.41,142.6,60.0,10.7,5.0,3
85.0,0.0,0.0,0.0,209.8,35.67,194.5,16.53,200.4,85.0,11.3,3.0,0
24.0,0.0,0.0,0.0,265.6,45.15,208.8,17.75,182.5,105.0,11.1,6.0,2
90.0,0.0,0.0,0.0,214.9,36.53,117.8,10.01,133.7,78.0,11.8,2.0,2
137.0,0.0,0.0,0.0,110.5,18.79,223.2,18.97,169.5,64.0,10.5,3.0,3
69.0,1.0,1.0,33.0,271.5,46.16,253.4,21.54,165.4,85.0,8.2,2.0,1
45.0,0.0,0.0,0.0,112.8,19.18,218.8,18.6,240.2,106.0,9.0,3.0,2
73.0,0.0,0.0,0.0,187.3,31.84,239.7,20.37,167.5,108.0,15.1,2.0,1
92.0,0.0,0.0,0.0,197.0,33.49,269.3,22.89,158.9,105.0,10.8,4.0,1
113.0,0.0,1.0,32.0,180.4,30.67,129.4,11.0,166.9,124.0,8.4,2.0,1
135.0,0.0,1.0,22.0,197.1,33.51,259.4,22.05,134.7,135.0,14.6,5.0,2
100.0,0.0,1.0,26.0,153.7,26.13,137.8,11.71,213.5,104.0,15.9,5.0,1
96.0,0.0,1.0,27.0,261.3,44.42,220.9,18.78,179.4,97.0,11.3,2.0,1
108.0,0.0,0.0,0.0,246.2,41.85,202.4,17.2,180.1,95.0,9.4,5.0,1
84.0,0.0,0.0,0.0,191.0,32.47,318.8,27.1,247.3,79.0,6.5,4.0,0
134.0,0.0,0.0,0.0,208.3,35.41,253.6,21.56,291.0,86.0,12.6,3.0,1
72.0,0.0,0.0,0.0,253.0,43.01,219.3,18.64,210.8,89.0,9.8,4.0,0
83.0,0.0,0.0,0.0,202.3,34.39,201.5,17.13,101.7,82.0,6.8,4.0,0
137.0,0.0,0.0,0.0,174.4,29.65,156.3,13.29,136.5,121.0,10.2,5.0,0
56.0,0.0,1.0,30.0,127.1,21.61,172.1,14.63,194.6,111.0,12.1,3.0,1
61.0,1.0,1.0,16.0,143.5,24.4,242.6,20.62,147.7,95.0,11.3,3.0,0
171.0,0.0,1.0,17.0,186.9,31.77,240.0,20.4,200.9,64.0,5.8,3.0,1
58.0,0.0,0.0,0.0,234.8,39.92,106.8,9.08,178.5,122.0,9.9,6.0,0
156.0,0.0,0.0,0.0,123.7,21.03,103.0,8.76,189.4,82.0,13.1,4.0,1
166.0,0.0,0.0,0.0,173.9,29.56,276.4,23.49,190.8,113.0,15.3,5.0,0
75.0,0.0,0.0,0.0,314.6,53.48,169.8,14.43,285.1,100.0,5.7,3.0,2
83.0,0.0,0.0,0.0,227.9,38.74,207.5,17.64,211.7,100.0,12.1,5.0,1
243.0,0.0,0.0,0.0,95.5,16.24,163.7,13.91,264.2,118.0,6.6,6.0,2
150.0,0.0,0.0,0.0,146.3,24.87,202.7,17.23,234.7,103.0,13.1,3.0,1
92.0,0.0,1.0,16.0,184.0,31.28,76.4,6.49,185.1,96.0,12.7,3.0,2
80.0,0.0,0.0,0.0,105.8,17.99,43.9,3.73,189.6,87.0,13.1,5.0,0
134.0,0.0,0.0,0.0,178.0,30.26,153.8,13.07,236.6,105.0,11.7,4.0,1
77.0,0.0,1.0,24.0,149.4,25.4,123.9,10.53,174.3,84.0,10.1,6.0,1
147.0,0.0,0.0,0.0,209.4,35.6,132.5,11.26,149.4,123.0,11.3,3.0,2
74.0,0.0,0.0,0.0,172.1,29.26,211.7,17.99,182.2,105.0,11.6,6.0,1
138.0,1.0,0.0,0.0,169.3,28.78,217.9,18.52,184.2,77.0,9.4,9.0,1
64.0,0.0,0.0,0.0,194.2,33.01,173.4,14.74,268.7,114.0,5.5,2.0,2
120.0,0.0,0.0,0.0,198.8,33.8,230.1,19.56,119.8,81.0,9.9,3.0,2
121.0,1.0,0.0,0.0,167.7,28.51,93.7,7.96,241.3,115.0,13.4,1.0,3
88.0,0.0,0.0,0.0,202.2,34.37,216.8,18.43,239.4,99.0,11.8,2.0,2
104.0,0.0,0.0,0.0,76.4,12.99,115.6,9.83,226.3,94.0,9.4,3.0,3
27.0,0.0,0.0,0.0,72.7,12.36,208.6,17.73,65.8,71.0,9.9,3.0,1
81.0,0.0,1.0,31.0,210.4,35.77,225.5,19.17,168.7,120.0,9.7,4.0,0
64.0,1.0,1.0,33.0,127.2,21.62,162.9,13.85,247.4,109.0,8.1,13.0,0
107.0,0.0,1.0,28.0,201.8,34.31,304.9,25.92,225.6,133.0,11.9,8.0,1
88.0,0.0,1.0,17.0,219.5,37.32,222.1,18.88,188.3,92.0,16.1,5.0,1
111.0,0.0,0.0,0.0,99.3,16.88,270.5,22.99,225.3,94.0,9.0,6.0,3
77.0,0.0,0.0,0.0,239.2,40.66,150.0,12.75,160.8,81.0,10.3,2.0,5
67.0,1.0,0.0,0.0,120.9,20.55,235.0,19.98,95.1,130.0,11.4,11.0,2
102.0,0.0,0.0,0.0,224.7,38.2,129.4,11.0,167.6,109.0,15.8,6.0,1
146.0,0.0,1.0,19.0,176.6,30.02,162.7,13.83,215.5,98.0,14.6,6.0,1
96.0,0.0,0.0,0.0,180.6,30.7,190.9,16.23,295.6,125.0,10.3,4.0,1
149.0,0.0,0.0,0.0,237.6,40.39,192.4,16.35,207.4,111.0,9.1,9.0,0
129.0,0.0,0.0,0.0,198.4,33.73,264.7,22.5,111.4,101.0,9.2,2.0,2
166.0,0.0,0.0,0.0,274.3,46.63,52.9,4.5,246.1,119.0,10.9,5.0,0
149.0,0.0,0.0,0.0,217.7,37.01,273.5,23.25,226.9,99.0,9.6,3.0,3
70.0,0.0,0.0,0.0,134.7,22.9,235.9,20.05,260.2,113.0,7.6,6.0,3
66.0,0.0,0.0,0.0,256.3,43.57,180.2,15.32,187.3,135.0,6.2,7.0,2
160.0,0.0,0.0,0.0,176.2,29.95,196.0,16.66,263.9,95.0,9.2,4.0,1
129.0,0.0,1.0,37.0,205.0,34.85,165.4,14.06,185.0,81.0,11.7,8.0,1
93.0,0.0,0.0,0.0,267.9,45.54,223.0,18.96,262.7,90.0,11.3,3.0,3
169.0,0.0,0.0,0.0,179.2,30.46,175.2,14.89,228.6,92.0,9.9,6.0,2
58.0,0.0,0.0,0.0,149.4,25.4,196.5,16.7,209.5,108.0,14.9,3.0,1
45.0,0.0,0.0,0.0,207.6,35.29,152.7,12.98,217.8,125.0,12.4,13.0,1
155.0,0.0,0.0,0.0,165.4,28.12,183.7,15.61,80.2,108.0,8.9,4.0,3
52.0,0.0,0.0,0.0,209.8,35.67,171.3,14.56,154.6,119.0,9.9,9.0,4
119.0,0.0,1.0,27.0,220.1,37.42,268.2,22.8,146.5,80.0,11.1,3.0,0
86.0,0.0,0.0,0.0,141.3,24.02,154.3,13.12,210.6,91.0,8.2,5.0,1
42.0,0.0,0.0,0.0,196.5,33.41,241.3,20.51,143.2,105.0,4.0,7.0,0
123.0,0.0,0.0,0.0,105.0,17.85,251.6,21.39,258.0,93.0,14.9,5.0,0
98.0,0.0,0.0,0.0,271.4,46.14,190.4,16.18,284.7,118.0,11.1,6.0,4
149.0,0.0,1.0,43.0,206.7,35.14,174.6,14.84,241.5,80.0,10.9,3.0,1
160.0,0.0,0.0,0.0,166.8,28.36,236.0,20.06,307.6,77.0,9.3,1.0,1
103.0,0.0,0.0,0.0,204.9,34.83,135.2,11.49,208.2,106.0,10.4,3.0,5
132.0,0.0,1.0,15.0,154.6,26.28,245.6,20.88,148.6,90.0,9.1,4.0,1
137.0,0.0,0.0,0.0,127.0,21.59,323.2,27.47,143.9,127.0,7.5,2.0,1
129.0,1.0,0.0,0.0,267.4,45.46,204.2,17.36,111.7,146.0,5.9,4.0,1
62.0,0.0,0.0,0.0,281.0,47.77,160.6,13.65,77.9,74.0,0.0,0.0,1
32.0,0.0,0.0,0.0,171.2,29.1,185.6,15.78,203.3,64.0,10.2,7.0,1
86.0,0.0,0.0,0.0,124.1,21.1,202.6,17.22,289.6,119.0,6.7,8.0,3
130.0,0.0,0.0,0.0,162.8,27.68,290.3,24.68,114.9,140.0,7.2,3.0,1
42.0,0.0,0.0,0.0,146.3,24.87,255.9,21.75,45.0,117.0,8.0,12.0,1
73.0,0.0,0.0,0.0,254.8,43.32,143.4,12.19,153.9,102.0,15.0,7.0,2
66.0,0.0,1.0,26.0,254.9,43.33,243.2,20.67,190.8,95.0,5.4,3.0,2
103.0,0.0,1.0,31.0,107.7,18.31,188.9,16.06,196.2,98.0,8.9,3.0,0
128.0,0.0,0.0,0.0,158.8,27.0,264.8,22.51,270.0,77.0,7.6,7.0,1
104.0,0.0,0.0,0.0,182.9,31.09,239.6,20.37,229.8,104.0,5.5,4.0,2
103.0,0.0,0.0,0.0,198.5,33.75,42.5,3.61,179.2,124.0,12.4,5.0,0
87.0,0.0,0.0,0.0,110.9,18.85,158.5,13.47,207.5,131.0,6.2,5.0,1
109.0,0.0,1.0,27.0,166.9,28.37,221.2,18.8,197.3,97.0,12.3,4.0,1
97.0,0.0,0.0,0.0,120.8,20.54,169.8,14.43,194.1,63.0,11.9,3.0,4
106.0,0.0,0.0,0.0,165.3,28.1,210.0,17.85,187.2,93.0,8.5,3.0,2
125.0,0.0,0.0,0.0,126.7,21.54,155.5,13.22,206.2,112.0,14.4,7.0,2
108.0,0.0,1.0,35.0,215.9,36.7,200.6,17.05,195.4,107.0,15.5,7.0,0
125.0,0.0,0.0,0.0,140.1,23.82,209.6,17.82,264.1,77.0,8.0,2.0,1
72.0,1.0,1.0,29.0,139.8,23.77,138.2,11.75,221.0,88.0,5.5,6.0,0
23.0,0.0,0.0,0.0,321.6,54.67,251.6,21.39,141.1,158.0,11.3,3.0,2
149.0,0.0,0.0,0.0,166.6,28.32,218.8,18.6,208.3,131.0,8.2,6.0,7
73.0,0.0,0.0,0.0,214.2,36.41,196.8,16.73,157.9,112.0,5.9,8.0,0
61.0,0.0,0.0,0.0,260.0,44.2,210.5,17.89,234.7,70.0,9.0,3.0,1
161.0,0.0,0.0,0.0,191.9,32.62,70.9,6.03,204.8,107.0,13.4,4.0,4
118.0,0.0,1.0,24.0,118.1,20.08,109.6,9.32,245.5,73.0,16.9,2.0,1
23.0,0.0,0.0,0.0,190.2,32.33,166.4,14.14,219.8,73.0,15.0,4.0,6
127.0,0.0,1.0,25.0,82.2,13.97,163.3,13.88,264.9,104.0,5.1,6.0,0
42.0,0.0,1.0,32.0,163.8,27.85,177.8,15.11,190.4,106.0,8.1,5.0,0
118.0,0.0,0.0,0.0,267.8,45.53,316.4,26.89,208.6,91.0,14.4,11.0,5
45.0,0.0,0.0,0.0,159.8,27.17,120.4,10.23,163.0,93.0,10.6,3.0,2
50.0,0.0,1.0,24.0,214.3,36.43,289.8,24.63,312.5,130.0,10.6,4.0,1
179.0,0.0,0.0,0.0,287.3,48.84,288.0,24.48,266.0,112.0,10.5,4.0,0
152.0,0.0,0.0,0.0,101.2,17.2,141.6,12.04,198.5,124.0,7.5,3.0,2
105.0,0.0,0.0,0.0,102.8,17.48,281.7,23.94,228.1,113.0,13.2,5.0,2
72.0,0.0,0.0,0.0,109.1,18.55,115.7,9.83,295.8,84.0,8.3,6.0,0
52.0,0.0,0.0,0.0,215.9,36.7,217.0,18.45,342.8,130.0,5.2,2.0,1
125.0,0.0,0.0,0.0,203.4,34.58,128.7,10.94,190.5,113.0,11.0,4.0,1
143.0,0.0,0.0,0.0,110.1,18.72,169.0,14.37,166.7,94.0,9.2,2.0,1
65.0,0.0,0.0,0.0,111.0,18.87,219.8,18.68,202.0,89.0,4.4,14.0,1
80.0,0.0,0.0,0.0,239.9,40.78,142.3,12.1,364.3,106.0,9.3,5.0,1
43.0,0.0,0.0,0.0,84.2,14.31,80.8,6.87,196.1,79.0,10.8,2.0,1
143.0,0.0,0.0,0.0,209.1,35.55,106.1,9.02,179.6,90.0,14.0,6.0,0
81.0,0.0,1.0,24.0,130.1,22.12,196.0,16.66,139.3,123.0,11.4,5.0,0
205.0,0.0,1.0,24.0,175.8,29.89,155.0,13.18,180.7,64.0,7.8,5.0,2
24.0,0.0,0.0,0.0,241.9,41.12,145.2,12.34,214.5,105.0,6.6,5.0,1
74.0,0.0,0.0,0.0,136.7,23.24,228.6,19.43,265.3,114.0,9.8,4.0,0
74.0,0.0,0.0,0.0,200.4,34.07,309.2,26.28,152.1,118.0,10.0,2.0,1
74.0,1.0,0.0,0.0,125.8,21.39,207.7,17.65,207.4,143.0,14.1,4.0,1
200.0,0.0,0.0,0.0,128.2,21.79,133.2,11.32,177.6,123.0,11.2,2.0,1
86.0,0.0,0.0,0.0,226.3,38.47,223.0,18.96,255.6,92.0,13.0,3.0,4
91.0,0.0,1.0,37.0,162.3,27.59,233.9,19.88,277.4,94.0,9.2,4.0,0
130.0,0.0,0.0,0.0,120.5,20.49,189.7,16.12,270.1,107.0,14.3,2.0,1
56.0,0.0,0.0,0.0,91.1,15.49,179.3,15.24,300.7,89.0,11.9,8.0,2
117.0,0.0,0.0,0.0,168.8,28.7,241.4,20.52,204.8,106.0,15.5,4.0,0
126.0,0.0,0.0,0.0,226.2,38.45,140.3,11.93,208.9,110.0,6.4,2.0,0
132.0,0.0,0.0,0.0,191.9,32.62,206.9,17.59,272.0,88.0,12.6,2.0,1
81.0,0.0,1.0,28.0,167.9,28.54,190.7,16.21,193.0,103.0,9.2,6.0,4
122.0,0.0,0.0,0.0,180.0,30.6,145.0,12.33,233.7,120.0,11.5,6.0,2
46.0,0.0,0.0,0.0,257.4,43.76,261.1,22.19,204.4,107.0,13.4,5.0,2
99.0,0.0,0.0,0.0,159.7,27.15,155.4,13.21,255.7,114.0,8.4,3.0,1
87.0,0.0,0.0,0.0,237.2,40.32,222.6,18.92,173.3,81.0,11.0,3.0,1
108.0,0.0,0.0,0.0,103.0,17.51,242.3,20.6,170.2,89.0,7.9,3.0,1
53.0,0.0,0.0,0.0,205.1,34.87,160.5,13.64,149.5,142.0,10.7,2.0,3
144.0,1.0,0.0,0.0,150.0,25.5,285.9,24.3,190.6,121.0,9.4,15.0,0
91.0,0.0,1.0,23.0,232.4,39.51,186.0,15.81,190.5,128.0,12.3,3.0,3
58.0,0.0,0.0,0.0,165.4,28.12,115.7,9.83,193.8,118.0,12.8,5.0,2
5.0,0.0,0.0,0.0,199.2,33.86,187.3,15.92,214.0,85.0,13.3,3.0,3
97.0,0.0,0.0,0.0,217.6,36.99,320.5,27.24,150.7,110.0,4.2,3.0,0
142.0,0.0,1.0,30.0,154.0,26.18,165.8,14.09,270.0,83.0,10.8,5.0,1
9.0,0.0,1.0,31.0,193.8,32.95,202.6,17.22,191.2,102.0,13.3,2.0,1
73.0,0.0,0.0,0.0,175.4,29.82,248.1,21.09,122.4,85.0,12.2,4.0,0
43.0,0.0,0.0,0.0,230.2,39.13,186.7,15.87,128.4,100.0,9.2,3.0,0
122.0,0.0,1.0,33.0,174.9,29.73,248.2,21.1,164.6,116.0,13.5,3.0,1
93.0,0.0,0.0,0.0,190.2,32.33,262.2,22.29,130.0,92.0,8.8,4.0,0
85.0,0.0,0.0,0.0,176.4,29.99,224.9,19.12,219.6,50.0,11.5,1.0,1
87.0,0.0,0.0,0.0,228.7,38.88,163.0,13.86,154.1,90.0,11.8,3.0,1
137.0,0.0,0.0,0.0,144.0,24.48,181.6,15.44,128.1,93.0,12.3,2.0,0
21.0,0.0,1.0,31.0,135.9,23.1,271.0,23.04,179.1,89.0,9.5,7.0,6
104.0,0.0,0.0,0.0,130.5,22.19,131.2,11.15,264.7,63.0,13.0,6.0,0
93.0,0.0,1.0,21.0,134.2,22.81,162.5,13.81,186.6,90.0,11.8,2.0,4
63.0,0.0,0.0,0.0,278.0,47.26,266.4,22.64,224.1,118.0,13.1,4.0,4
161.0,0.0,0.0,0.0,105.4,17.92,214.8,18.26,223.6,126.0,7.8,5.0,0
103.0,0.0,1.0,24.0,111.8,19.01,239.6,20.37,268.3,81.0,6.9,4.0,1
84.0,0.0,1.0,33.0,159.1,27.05,149.8,12.73,213.4,108.0,13.0,18.0,1
92.0,0.0,0.0,0.0,212.4,36.11,224.6,19.09,221.3,105.0,9.0,4.0,1
77.0,0.0,0.0,0.0,142.3,24.19,306.3,26.04,196.5,82.0,9.9,1.0,1
64.0,1.0,0.0,0.0,346.8,58.96,249.5,21.21,275.4,102.0,13.3,9.0,1
159.0,0.0,1.0,15.0,113.9,19.36,145.3,12.35,195.2,137.0,11.8,9.0,1
110.0,1.0,1.0,27.0,267.9,45.54,263.3,22.38,178.1,106.0,8.3,2.0,1
138.0,0.0,0.0,0.0,171.4,29.14,115.2,9.79,224.5,115.0,17.0,4.0,3
178.0,0.0,0.0,0.0,275.4,46.82,187.5,15.94,147.1,126.0,13.6,3.0,1
38.0,0.0,1.0,31.0,197.2,33.52,249.9,21.24,298.9,104.0,3.9,2.0,0
45.0,0.0,1.0,26.0,91.7,15.59,150.6,12.8,63.3,103.0,7.7,5.0,1
70.0,0.0,0.0,0.0,126.3,21.47,141.6,12.04,255.9,96.0,9.6,2.0,0
147.0,0.0,1.0,33.0,251.5,42.76,234.1,19.9,213.4,87.0,10.4,6.0,3
94.0,0.0,0.0,0.0,190.6,32.4,152.3,12.95,144.7,97.0,7.5,5.0,1
179.0,0.0,0.0,0.0,116.1,19.74,201.8,17.15,181.9,103.0,11.6,5.0,0
59.0,0.0,0.0,0.0,179.4,30.5,232.5,19.76,175.8,105.0,14.7,3.0,0
165.0,0.0,0.0,0.0,207.7,35.31,164.8,14.01,54.5,91.0,7.9,3.0,0
133.0,0.0,0.0,0.0,277.3,47.14,228.4,19.41,117.3,103.0,12.8,4.0,2
140.0,0.0,0.0,0.0,125.3,21.3,167.6,14.25,260.6,94.0,8.4,4.0,1
93.0,0.0,1.0,32.0,138.1,23.48,167.3,14.22,238.9,115.0,6.8,3.0,2
64.0,0.0,1.0,27.0,201.3,34.22,143.8,12.22,150.2,127.0,12.3,3.0,1
48.0,0.0,0.0,0.0,190.4,32.37,317.5,26.99,133.4,113.0,8.3,4.0,2
181.0,0.0,0.0,0.0,143.3,24.36,195.5,16.62,223.3,95.0,6.0,7.0,1
168.0,0.0,1.0,42.0,97.4,16.56,203.6,17.31,173.9,124.0,11.4,2.0,2
155.0,0.0,0.0,0.0,181.4,30.84,167.7,14.25,168.5,122.0,11.3,3.0,3
11.0,0.0,0.0,0.0,143.4,24.38,289.4,24.6,194.0,100.0,9.7,6.0,2
182.0,0.0,0.0,0.0,104.9,17.83,198.5,16.87,258.2,91.0,8.0,5.0,2
102.0,0.0,0.0,0.0,114.8,19.52,81.9,6.96,304.3,101.0,12.0,4.0,0
122.0,0.0,0.0,0.0,232.5,39.53,205.5,17.47,213.7,91.0,11.9,2.0,0
41.0,0.0,0.0,0.0,143.6,24.41,152.4,12.95,194.4,110.0,8.6,3.0,1
132.0,0.0,0.0,0.0,176.7,30.04,244.1,20.75,176.3,120.0,9.1,4.0,2
76.0,0.0,0.0,0.0,263.4,44.78,230.3,19.58,170.6,101.0,11.4,5.0,1
115.0,0.0,1.0,33.0,145.0,24.65,194.5,16.53,242.3,138.0,14.2,3.0,2
154.0,0.0,0.0,0.0,166.9,28.37,154.9,13.17,189.4,89.0,7.2,5.0,0
100.0,0.0,0.0,0.0,142.5,24.23,195.7,16.63,122.1,117.0,7.8,8.0,2
146.0,1.0,0.0,0.0,133.0,22.61,262.8,22.34,214.3,128.0,11.2,3.0,1
67.0,0.0,1.0,28.0,95.0,16.15,291.2,24.75,159.6,114.0,10.0,2.0,2
161.0,1.0,0.0,0.0,194.2,33.01,249.4,21.2,254.9,129.0,12.9,1.0,1
70.0,0.0,0.0,0.0,222.8,37.88,215.9,18.35,223.5,122.0,0.0,0.0,1
99.0,0.0,1.0,42.0,216.0,36.72,232.3,19.75,215.5,100.0,9.3,4.0,2
87.0,0.0,0.0,0.0,146.3,24.87,171.8,14.6,167.5,66.0,5.3,9.0,1
87.0,0.0,0.0,0.0,234.8,39.92,140.9,11.98,204.3,93.0,9.5,5.0,1
70.0,0.0,0.0,0.0,198.6,33.76,213.9,18.18,171.2,105.0,10.6,6.0,2
119.0,0.0,1.0,32.0,142.6,24.24,208.2,17.7,171.0,102.0,12.0,2.0,3
87.0,1.0,0.0,0.0,134.2,22.81,165.0,14.03,173.1,102.0,10.7,5.0,0
112.0,0.0,0.0,0.0,111.9,19.02,114.0,9.69,146.8,79.0,14.1,3.0,5
75.0,0.0,0.0,0.0,122.8,20.88,211.3,17.96,261.4,91.0,10.7,2.0,2
150.0,0.0,0.0,0.0,189.3,32.18,220.9,18.78,238.7,117.0,9.2,5.0,4
161.0,0.0,1.0,38.0,240.4,40.87,201.8,17.15,206.1,112.0,16.1,6.0,0
91.0,1.0,1.0,24.0,93.5,15.9,183.4,15.59,240.7,133.0,9.9,3.0,0
124.0,0.0,0.0,0.0,158.6,26.96,211.2,17.95,179.3,104.0,10.2,8.0,3
158.0,0.0,0.0,0.0,220.9,37.55,242.2,20.59,233.3,75.0,6.4,5.0,0
102.0,0.0,0.0,0.0,144.4,24.55,266.5,22.65,217.6,59.0,7.1,7.0,0
85.0,0.0,0.0,0.0,212.3,36.09,228.4,19.41,163.3,116.0,7.7,3.0,0
79.0,0.0,0.0,0.0,147.0,24.99,165.7,14.08,243.2,107.0,8.4,9.0,1
139.0,0.0,1.0,25.0,96.2,16.35,178.9,15.21,182.1,84.0,12.9,10.0,2
